OperatorRef,LineName,JourneyRef
WRAY,203,2312
SCGL,94,114
HIPK,199,2020
SYRK,21,510
TFLO,314,101394
GLLN,301,2026
TFLO,383,627788
TFLO,16,338204
SCEK,Tria,117
TFLO,16,338233
TFLO,483,384122
FBRI,8,1753
TFLO,160,394271
TFLO,207,227611
AINT,272,1805
EYMS,1,1002
TFLO,474,120063
AMSY,68E,1097
TNXB,4,256
TNXB,49,14
TFLO,343,470315
TFLO,160,394525
GLLN,386,1830
FLEI,14,1745
WHIP,U2,248
SCNH,56,10
TFLO,384,315196
TFLO,24,550158
SCGL,11,26
NT,58,NT58-Out-18058-NT3390P2-2024-02-12T21:20:00-2024-02-12
SCEK,Loop,183
ARBB,X7,1046
TCVW,21,142
SCEK,Loop,181
FHAM,U1,77
TFLO,136,650692
AMSY,89,1084
AMSY,56,1059
FSRV,95,1740
TFLO,W4,588174
SCMY,217A,23
NT,78,NT78-In-4078-NT3390ST10-2024-02-12T19:58:00-2024-02-12
AMSY,18,1127
TFLO,174,698782
NT,79A,NT79A-Out-1079-NT3390M4-2024-02-12T19:39:00-2024-02-12
AMID,126,1007
TFLO,241,208876
TFLO,H98,340635
TFLO,H32,455556
TFLO,H98,340407
SCEM,PRO,110
AMSY,86A,1216
TBTN,mic,111724
ADER,26,1080
SCNH,148,156
AMID,48,1129
DAGC,12,145
BNGN,474,1073
AMID,127,1096
SCNH,15,49
SCEM,56,31
HIPK,199,1850
ARBB,3,1094
SDVN,44,31
EYMS,63,6330
FPOT,4,1640
TFLO,162,429109
SCEM,13,1086
TFLO,241,209098
ACYM,11,1052
SCNH,D1,30
FHAM,E1,76
SCEM,10,4057
TFLO,136,650827
TNXB,34,171
SCEM,8,4053
SCSO,3,88
ENSB,Z2,1745
TFLO,162,429007
BORD,68,2029
ANEA,X3,1022
CRDR,74,142
DEWS,302,vj_6
TFLO,345,309068
FBRI,2,2041
DEWS,301,vj_3
ARHE,133,1034
ARHE,SB7,1058
ANEA,17A,1061
AKSS,6,1045
WNGS,H2A,2015
TFLO,320,205727
TFLO,97,638870
TFLO,308,465502
SCOX,10,136
JHCL,462,1510
SDVN,GRN,81
TFLO,136,650575
DAGC,BH1,5
SCSO,8,99
TFLO,242,74683
FRMN,53,1845
SULV,306,48
FHUD,372,1700
FESX,320,105
SDVN,GOLD,66
ARHE,510,1067
FLEI,4,1829
SCSO,23,160
SDVN,21,177
SCSO,WPR,208
SCSO,700,315
SCSO,23,168
TFLO,472,642458
FBRA,X6,1859
FBRA,640,1546
DRMC,476,1915
TFLO,136,650966
SDVN,21,186
SWCO,96,1024
FCYM,X7,1800
SDVN,GOLD,57
SCEM,51,4022
ARHE,310,1128
FSYO,50a,1728
TFLO,242,74605
SCSO,700,296
SDVN,B,59
NATX,230,230755
SCSO,1,152
ARHE,310,1124
TFLO,108,19686
SCSO,17,29
SCSO,600,59
SCEK,98,55
FSMR,35,1930
FESX,22,58
TFLO,243,532110
SDVN,12,158
SCSO,71,71
SCEK,48,17
TFLO,140,
TFLO,418,228689
TFLO,93,614079
OTSS,35,1745
TFLO,243,532053
TFLO,207,227587
WMSV,84A,1730
TFLO,487,423136
TFLO,C1,201956
SSWL,132,266
SCSO,23,126
TFLO,353,287721
FSYO,66,1753
TFLO,137,558184
DAGC,9,147
DIAM,57,197
FLDS,PR3,1700
DIAM,12,47
CSVC,90,10
TFLO,487,423224
SSWL,26,75
DIAM,16A,329
SCNE,11,48
SCSO,63,154
TFLO,243,531989
SCSO,19,78
TBTN,15,111720
TFLO,243,532353
SCNH,1,74
EYMS,56,2124
NT,88,NT88-In-21087-NT3390TV38-2024-02-12T08:23:00-2024-02-12
FTVA,X74,50
SYRK,52,114
TFLO,466,17192
DAGC,94,148
SYRK,86,50
FBRA,X6,1942
TFLO,W11,
SCNE,37,44
TFLO,29,
FBRA,72,1909
SYRK,52,104
SYRK,12,71
FBRI,m3,2010
TFLO,307,586138
EYMS,154,1619
DIAM,41A,46
FBRA,72,1948
AMNO,2,1047
TFLO,229,69251
TFLO,229,69045
EYMS,143,1435
SYRK,10A,526
TFLO,245,127064
SYRK,59a,97
TFLO,245,127149
TFLO,245,127039
TFLO,229,68942
FSYO,X78,1043C
SCNE,3,23
AKSS,6X,4029
TFLO,245,126988
BNVB,922,91520
FDOR,X51,17
KBUS,11,101735
PLYC,60,47
FHAL,576,2103
TFLO,23,57844
SCEK,Tria,112
TDTR,5,640
ANUM,35,1078
TFLO,308,465531
COMT,127,41
TFLO,245,126963
TFLO,245,127106
TFLO,139,684735
SCSO,34,58
TFLO,490,362920
TFLO,245,127085
CNTY,125,1735
CSVC,89,4507
SSWL,132,223
HIPK,TP,2035
SCEM,22,5040
SCSO,700,154
TEXP,63,1755
SCNE,X63,59
TNXB,X14,73
SYRK,6,77
TFLO,118,92269
TFLO,234,169370
SYRK,6,529
GNEL,96,1647
FHUD,184,1930
DIAM,229,46
TFLO,248,
FHUD,184,1830
TFLO,68,197322
TFLO,235,72414
TFLO,235,72475
TFLO,142,52257
TFLO,397,220917
SYRK,67,529
FLDS,PR2,1954
NATX,450,450800
TFLO,100,13272
FESX,71,621
TFLO,245,126962
FBRI,24,2109
TFLO,68,197600
TFLO,119,260493
SSWL,120,95
SDVN,55,16
BNSM,927,1510
UNIL,U7,1811
ZSIN,110,4
FDOR,CR6,12
TFLO,SL7,368659
TFLO,102,198523
FLDS,34,2118
TFLO,101,53452
SYRK,52,102
FBRI,m3,1925
FTVA,A4,0822
FCYM,63,1735
TFLO,307,586274
SCEK,16,77
ACYM,10,1052
TFLO,97,638682
FECS,8,85
TFLO,253,568560
TFCN,11,66
TFLO,102,198480
TFLO,97,638924
FHUD,310,1950
KLCO,81,1820
TFLO,97,639076
TFLO,413,387976
SCCM,5,86
ARHE,2,1046
SSWL,50,131
CNTC,789,3
FCYM,70,1650
ARBB,23,1026
FLDS,19,1756
FESX,S1,73
TFLO,141,660142
FECS,A,97
TFLO,286,159462
SCEK,5,28
TFLO,12,499221
TFLO,244,77411
BHBC,12X,234
TFLO,12,499293
TFLO,12,499324
FLEI,14,2110
SCNE,X82,67
AMSY,62,1066
FLDS,19,2007
FBOS,22A,81
NATX,131,134250
FLDS,19,2115
FECS,901,0325
FBOS,25,21
ADER,2A,1059
TFLO,97,630489
SCEK,6,827
TFLO,418,215405
NATX,400,409200
TNXB,7,91
SCEK,G,24
TFLO,122,543728
ENSB,66,1758
DAGC,16,147
NATX,501,501116
SCNE,317,56
TFLO,SL9,697036
SCEM,12,1055
WDBC,25,1911
SCEK,5,7
TFLO,122,553937
TFLO,122,543898
FCYM,129,1940
FESX,Z3,5
TFLO,62,304543
TFLO,99,646897
TCVW,2A,22
TFLO,U1,659748
RRTR,7B,1830
WDBC,22,1911
TFLO,472,641417
GNEL,49A,4997
TFLO,U3,705975
TFLO,122,543917
TFLO,U3,706013
CRDR,74,148
TFLO,U4,324738
WDBC,m2,1940
FPOT,23,1840
TFLO,191,44556
DTCO,118,1420
FECS,1A,112
TFLO,106,224347
FHUD,370,2122
TFLO,U5,469277
FBRI,44,2118
WRAY,51,8322
SESX,414,4141
SCMY,61,27
SCEK,P2,174
SCCM,9,20
TFLO,122,543819
WDBC,16,2011
TFLO,123,635945
TFLO,174,698832
TFLO,106,224133
NT,53,NT53-Out-81053-NT3300GE0757-2024-02-12T18:05:00-2024-02-12
DELA,101,1700
COMT,99,12
NVTR,27,1717
TFLO,U5,469155
TFLO,U5,469334
SCEK,100,28
MINS,435,1740
TFLO,123,635770
TFLO,346,163512
TFLO,444,369493
FLEI,14A,1829
BLUS,11,1911
SCCU,300,23
FBRI,75,2131
TNXB,97,131
DIAM,247,25
FBRI,24,2046
FALC,436,1905
TFLO,198,65254
SCSO,64,3
SCNE,22,138
SCEK,A,96
TFLO,123,635788
TFLO,21,518819
FBRI,Y2,1958
SYRK,226,43
TFLO,108,19581
FBRA,612,1426
ANWE,3A,1053
SCCU,1A,193
BLUS,18,2030
TEXP,11,1819
TFLO,295,640070
TFLO,137,558272
FECS,24,138
FBRI,D1,2125
FLDS,5,1838
DAMY,X8,1810
BRTB,i4,101807
SDVN,58A,2
TFLO,124,237200
NATX,205,205307
NT,89,NT89-Out-3089-NT3390P5-2024-02-12T18:30:00-2024-02-12
FBRI,73,1946
FMAN,84,1930
FMAN,409,2005
WRAY,268,1626
GHCT,R6,1941
OXBC,400,4353
NATX,100,100200
SSWL,23,129
RRTR,16,1700
TFLO,P12,346989
SCEK,76,51
FBRI,2,2000
VECT,92,92003
FALC,437,1817
WRAY,229,1280
TFLO,147,24546
TFLO,236,301706
TFLO,36,350199
DAGC,88,430
WBTR,25,8844
SWWD,8,1811
SCEK,11,838
FHAM,1,118
TANV,T12,1700
ANWE,79C,1075
SCNE,4,116
TFLO,147,24484
FBRI,2,2102
TFLO,147,24789
FBRA,607,1057
TFLO,290,140036
NT,7,NT7-Out-53007-NT3390W4-2024-02-12T18:20:00-2024-02-12
TNXB,20,22
ANEA,X12,1156
TFLO,236,301741
SCMN,192,529
SCEM,13,1082
SCCU,5,203
TFLO,486,174543
FBRI,75,2045
SCMN,43,131
SWWD,8,1611
GNEL,X21,245
TFLO,306,465285
ARHE,9,1117
WHIP,U2,251
ARHE,724,1093
TFLO,73,427388
FCYM,38,1655
TCVW,20B,444
TFLO,148,21494
WRAY,148,2752
REDE,S7,1950
FSYO,76,1444B
RBUS,17,214
FBRA,X6,1650
TFLO,245,127182
AMSY,52A,1160
FBRI,m1,1900
TFLO,322,8633
EYMS,54,5470
ANEA,7,1087
TFLO,66,601872
TFLO,297,662212
TFLO,483,384047
FBRI,42,2130
SCMY,125,156
TFLO,139,684826
SCEK,102,112
FBRI,T1,1924
TFLO,139,684803
NIBS,46,4
FBRI,70,2110
TFLO,297,662053
FBRI,A3,2105
SCEK,14,8
METR,420,38
SCEK,AD,13
AMSY,60,1112
SCEK,Uni2,87
SCMN,85,157
AMSY,12,1225
TFLO,P4,595292
TFLO,197,155330
TFLO,P4,595180
SCEK,Loop,185
TFLO,P4,595310
FBRA,641,19933
SCEK,3,53
GNSL,G,1730
SCCU,49,32
SCEM,51,4024
TFLO,299,606765
TFLO,298,605315
SCEM,SA,5014
BHBC,29,90
RBUS,15,98
WACT,23,1628
TFLO,456,505018
HDGS,113,11320
TBTN,one,101805
TFLO,182,97278
GNEL,4,4101
NATX,727,727263
TCVW,21,153
BHBC,12A,265
FYOR,1,1812
SCSO,51,85
BHBC,21,86
SCEM,250,4023
TFLO,140,199173
GNSL,356,002
SCSO,52,107
BNGN,362,1055
TFLO,11,417412
FTZL,310,1810
GONW,93,1004
FSYO,97,1621B
SCEM,1,50
TFLO,148,21152
TFLO,148,21467
TNXB,79,118
SYRK,120,110
TFLO,141,660336
TFLO,94,650181
TFLO,P4,595261
SYRK,54A,94
TFLO,P5,385304
TFLO,33,226555
HNTS,FTS,1445
SCMN,230,102
BNGN,471,1145
SCMY,PR2,131
FBRA,682,2123
TLCT,680,2058
FSYO,66,0852
NVTR,88,1715
TFLO,151,86813
TFLO,150,266164
ROST,455,1281
SCNE,13,98
TFLO,382,357127
SCEK,98,47
SCCM,A,142
SCEK,10,29
FBRI,48,1318
SCEK,Tria,118
SCEK,Tria,116
SCEM,53,24
TFLO,148,21548
TFLO,148,21414
TFLO,151,86799
TFLO,151,86829
TFLO,468,572044
TFLO,152,86234
TFLO,496,369275
SCEM,103,6014
ANSL,63,1747
SCNE,39,96
FSRV,X47,1635
TFLO,626,
NIBS,473,2
NIBS,45,1
SYRK,88,86
SCEM,1,3169
SCEM,19A,5030
EYMS,129,1791
OXBC,45,4026
WBTR,3,4426
TNXB,97,120
NATX,202,202150
SCEM,19,24
OXBC,3A,4116
DAGC,32,159
SCSO,34,62
SNDR,56,1645
TFLO,148,21523
FLDS,3,2117
TFLO,K5,191173
COMT,12,10
SCGL,W,22
THTR,X32,4063
TFLO,19,405442
TFLO,436,148464
ARHE,301,1058
TFLO,240,72949
TFLO,240,72973
SDVN,GOLD,61
SWCO,11,4174
TFLO,30,362513
THTR,33,4064
WRAY,280,2560
TFLO,30,362448
LMST,W6,1410
TFLO,240,73071
FMAN,182,2010
BBCG,39,1600
TFLO,241,209131
RBUS,3,104
TFLO,227,39311
STNE,836,0811
ARHE,2,1114
GNEL,X71,1123
METR,270,28
SCSO,21,91
SYRK,16,526
TFLO,241,208936
TFLO,413,388071
TFLO,228,548864
SCMY,671,2
WRAY,51,8326
TFLO,242,74888
SCMN,86,379
FSYO,50a,1708
TFLO,453,153168
DAGC,16,158
TFLO,453,
TFLO,229,69153
FECS,37,141
SCMN,256,7108
TFLO,110,327085
SBS,7,1803
SDVN,155,115
SCMN,192,567
TFLO,230,252825
SCSO,700,125
GHCT,41,1733
TFLO,248,
COTS,8,1750
TFLO,243,531842
DIAM,54,41
TFLO,230,252756
SCGL,94,92
SCMN,192,557
TFLO,248,
TCVW,3,106
TFLO,243,532300
SCSO,700,111
SCSO,600,61
NT,44,NT44-In-3044-NT3300GE0528-2024-02-12T21:00:00-2024-02-12
SVCT,8,3829
SCSO,700,317
WRAY,229,1270
TFLO,25,567419
SCMN,7,7054
TNXB,4M,294
TFLO,231,346128
AMSY,423,1055
TNXB,66,77
ANEA,10,1143
FESX,22,74
AKSS,101,1132
FBOS,22,39
TFLO,70,182195
SCSO,Link,29
TFLO,244,77553
AKSS,700,1071
TFLO,250,26528
PLYC,42C,196
TFLO,244,77616
TFLO,SL7,368734
TFLO,232,416313
SCMN,149,7031
NT,25,NT25-In-6025-NT3300GE0344-2024-02-12T21:06:00-2024-02-12
TFLO,232,416182
TFLO,244,77384
SCCM,6,78
TFLO,244,77448
SCMY,82,152
AMSY,81,1051
FECS,16,94
NT,10,NT10-Out-3010-NT3390W3-2024-02-12T19:45:00-2024-02-12
BNSM,888,1515
TFLO,64,408207
ANEA,22,1053
SCMY,86C,101
TFLO,244,77522
EYMS,63,6361
SCMY,1,63
FECS,88,42
DELA,101,0930
ACYM,26,1025
NT,17,NT17-Out-13017-NT3390T1-2024-02-12T21:00:00-2024-02-12
RBTS,103,1830
ANEA,22,1050
SCMY,68,76
SCMY,125,173
TFLO,244,77343
BLUS,18,1661
SCGL,9,68
STOT,341,1820
SCNE,X47,131
LVTR,401,1743
NT,36,NT36-In-2035-NT3300BR0197-2024-02-12T21:13:00-2024-02-12
SULV,306,50
SCMY,2,4
SCMY,53,96
TFLO,234,169205
TFLO,254,459932
TFLO,234,169281
TFLO,3,260958
SCMY,2,40
SNDR,7000,1245
TFLO,18,508076
TFLO,41,132626
TFLO,235,72234
FMAN,S84,1511
NT,11A,NT11A-In-52011-NT3300RU0116-2024-02-12T12:35:00-2024-02-12
FLEI,4,1805
BNVB,954,91515
TFLO,15,291127
HCTY,13,1735
WNGS,H5B,2025
TFLO,U1,662361
WNGS,555,2050
TFLO,15,291285
TFLO,15,291425
TFLO,235,72581
SCMN,330,96
ANWE,263,1061
TFLO,264,28459
MDCL,X12,49
NT,43,NT43-Out-5043-NT3390K3-2024-02-12T21:25:00-2024-02-12
GNEL,8,840
SCEK,8A,90
SCEM,A1,24
ADER,901,2052
WBSV,458,50
TFLO,U2,705149
HRGT,1A,1450
TFLO,276,399246
TFLO,254,460343
SCNE,31,73
LEMN,47,127
TFLO,232,416223
FCWL,27,15
SCCM,2,3007
SCNH,X18,47
GNEL,20,2114
TFLO,276,399461
SCSO,51,90
TNXB,82,50
GNEL,26,2654
HRGT,7,7142
NATX,134,131202
SWCO,1B,4218
WRAY,141,1303
GNEL,56,5725
SCEM,2,60
ANEA,1,1558
GNEL,56,5736
FHAL,522,1700
TFLO,186,545150
TFLO,277,128781
TFLO,277,128967
GWIL,787,1345
PLYC,21A,119
TFLO,289,69992
BHBC,1A,261
BHBC,28,84
SCSO,600,58
TNXB,43,153
ANUM,X10,1048
SCNH,U2,78
TFLO,66,601605
SCSO,9,25
TFLO,278,462573
BNGN,21,1046
TFLO,279,402394
FCWL,U4,37
SCNH,11,53
TFLO,265,334210
GNEL,X1,1123
FESX,25,52
LNUD,7A,6370
SIMO,337,0705
REDE,807,1535
SCNH,96,51
FBOS,21,54
TFLO,414,327945
FLDS,51,1930
SCNH,16,100
TFLO,414,327679
BHBC,12,264
TFLO,384,315046
MULM,M33,12
BHBC,25,277
FLDS,12,1613
TFLO,266,502639
TFLO,347,230438
FHAL,549,0910
WBTR,19,7267
TFLO,211,388834
TNXB,1,110
SCOX,29,53
FLDS,1,1859
TFLO,266,502825
SCCM,PR4,4145
GNEL,21,2119
ARBB,24,1071
TFLO,73,427276
GNEL,680,9715
FLDS,3A,1854
FSYO,20,1706C
WRAY,164,2693
ARBB,F77,1120
FLDS,16,1840
TFLO,211,388952
BEVC,741,1540
TFLO,328,109286
ARBB,27,1142
SCNH,9B,106
SCSO,23,130
SCNH,1,75
TFLO,401,115725
SCSO,5,131
FLDS,16A,2008
ACYM,1,1094
RBUS,16,84
TFLO,419,248932
TFLO,266,502757
AMSY,13,1123
SCNE,1,137
TFLO,419,249077
SARG,A,1510
FLDS,3A,2120
TFLO,53,487170
TFLO,D8,240892
REDE,30,1430
LNUD,22,2926
FLDS,75,1856
FLDS,51,2051
SCGL,S6,589
SCEK,1066,27
SCSO,64,63
TNXB,6,127
TFLO,212,285939
SCSO,76,59
TFLO,279,402573
FESX,75,28
SCMN,192,508
TFLO,150,265996
DAGC,32,160
FLDS,7,1928
SCGL,505,55
GONW,53,1008
TFLO,R6,322159
TFLO,268,409388
RBUS,16,82
SCGL,51,30
TFLO,428,355395
HENS,552,1735
SNDR,None,1535
TFLO,269,112489
SCSO,200,259
WDBC,50,1910
TFLO,269,112337
SWWD,X5,1811
TFLO,269,112405
FLDS,5A,2038
SCMY,608,2
TFLO,259,533317
WDBC,m1,2020
TFLO,27,579129
SCEM,1,1074
RBUS,22,44
SCNE,40,138
TFLO,322,8434
FSMR,600,0845
SYRK,27,566
RBUS,50,129
ATGB,882,1508
SYRK,X19,36
TFLO,27,578970
TFLO,27,579102
TFLO,270,58636
FCYM,36,1810A
DAGC,85,124
TFLO,E2,202541
SYRK,120,103
DAGC,38,431
SSWL,61,46
TFLO,272,236780
AMSY,82,1099
TFLO,272,236629
EYMS,63,6368
SCMN,86,283
TFLO,270,58770
TFLO,E11,156615
TFLO,419,248975
FHAL,592,1755
FLDS,74,1839
RBUS,703,60
TFLO,273,545589
FALC,461,1821
TFLO,272,236734
EYMS,12,1207
SYRK,7,54
TFLO,279,402544
FBRI,m1,1704
TFLO,279,402765
FBRA,616,1735
TFLO,150,266105
TFLO,279,402856
TFLO,150,266248
FHAL,508,1510
VECT,702,70257
ENSB,Z2,1815
TFLO,377,500459
SCEK,51,871
SCGL,9,121
TFLO,376,687928
TFLO,E2,202514
SSWL,35,145
TFLO,376,687871
TFLO,13,442626
TFLO,377,500500
TFLO,201,548166
TFLO,28,419860
THIL,4A,1600
TFLO,243,532003
IPSW,997,5
RBUS,13,63
TFLO,28,419783
BRTB,sky,111905
TFLO,28,419908
TFLO,28,420036
SYRK,50,98
TFLO,28,419707
TFLO,28,419813
TFLO,65,590381
TFLO,88,46877
SCCU,X5,49
TNXB,6,200
TFLO,28,419659
TFLO,280,266969
TFLO,143,112575
SYRK,86,57
TFLO,280,266842
TFCN,306,8
SCNE,12,140
SESX,7,2045
TFLO,280,267132
CUBU,215,1500
SYRK,1,119
TFLO,235,72214
FBRI,T1,1839
TFLO,38,380086
FECS,73,12
TFLO,281,402051
TFLO,253,568723
SCNH,3,47
TANV,T12,1900
TFLO,R70,665464
AMTM,490,1067
TFLO,281,401941
TNXB,23,301
FALC,400,1400
TFLO,281,402125
TFLO,281,401955
TFLO,R70,665388
COTY,80,1810
TBTN,one,101620
KDTR,66,6133
NATX,586,586702
SNDR,44,1602
TFLO,60,590122
DIAM,52,27
TFLO,E6,352659
TFLO,282,66986
TFLO,380,620575
TFLO,282,67053
TFLO,282,67026
TCVW,3,101
TFLO,380,620664
TFLO,182,97263
TNXB,6,141
TFLO,288,625317
FCYM,63,1815
FECS,23,131
TNXB,X10,84
FECS,12,125
GNEL,2,2107
TFLO,381,336227
TFLO,381,336018
TFLO,282,66902
SBS,406,1442
SSWL,50,127
NT,4,NT4-Out-21053-NT3390ME04-2024-02-12T08:31:00-2024-02-12
SYRK,16,524
TFLO,102,191357
TFLO,282,67040
TFLO,127,259087
BEES,91,0840
TFLO,381,336144
SCGL,1,157
SOST,IN2,5
TFLO,381,336120
TFLO,433,217638
TFLO,W14,331457
FPOT,3,1750
TFLO,355,164332
TCVW,11,208
TFLO,147,24638
TCVW,21,205
TFLO,488,482111
FBRI,76,1613
TFLO,358,89467
SCSO,700,437
SCNH,X18,56
SDVN,2,52
FBRI,48,2107
ARHE,302,1047
TFLO,298,605306
TFLO,358,89351
ARHE,101,1087
TFLO,SL10,504081
TFLO,SL5,654776
TFLO,127,258918
DAGC,9,116
TFLO,128,652426
TFLO,128,652496
TFLO,128,652319
FBRI,75,1230
GNEL,309,963
EYMS,747,4705
AKSS,219,1053
SCNH,82,1
WRAY,496,3550
TFLO,184,392705
TFLO,363,342832
TFLO,13,442674
TFLO,152,86128
TFLO,363,343054
TFLO,363,342800
TNXB,10,118
FLEI,88E,2100
TFLO,184,392540
TFLO,H9,669704
TFLO,W14,331465
OTSS,63,1728
TNXB,74,58
TFLO,13,442472
TFLO,13,442584
TFLO,304,273038
TFLO,40,17873
FECS,28,117
TFLO,N137,658574
TFLO,N137,658567
FECS,1,108
TFLO,130,313619
TFLO,401,115683
ROST,464,2186
TFLO,131,93871
TFLO,131,94274
TFLO,131,94133
TFLO,E1,332112
FECS,X11,107
TFLO,187,403195
TNXB,12,213
TFLO,188,534249
TFLO,41,132483
FECS,13,56
TFLO,487,423283
TFLO,153,558709
DIAM,326,43
SYRK,218a,47
TFLO,533,161882
TFLO,533,161770
TFLO,153,558808
SCEK,C,113
TFLO,54,378206
TFLO,131,94109
ADER,4,1068
GNEL,TAXI,2013
FBRI,wsx,1805
EYMS,25,2521
ROST,B1,3546
TFLO,54,378235
FCYM,X1,1820
FECS,75,59
TFLO,377,500461
PATS,146,1800
METR,270,25
TFLO,128,652443
FECS,8,107
SCMN,205,7080
FESX,200,26
SCMY,125,140
ACYM,13,1029
YCST,A1,6106
BLUS,9,2011
TFLO,131,94367
SCNH,16,111
TFLO,131,93952
TFLO,132,42815
TFLO,132,43083
TFLO,132,43167
AMNO,11,1077
TFLO,257,255569
TFLO,189,527961
TFLO,427,9492
TNXB,96,53
PROC,73,1835
TFLO,133,372305
TFLO,W4,588316
TFLO,E3,
TFLO,46,626367
TFLO,133,372437
TFLO,133,372281
TFLO,133,372500
TNXB,59,175
ASDC,113,1819
SCSO,10,3
TFLO,182,97487
TFLO,54,378104
SCEK,Uni1,126
TLCT,901A,1935
SCNH,60,29
TFLO,1,209808
TFLO,55,488969
SWWD,X7,1711
FBRI,7,1555
TFLO,55,489124
TFLO,141,660277
TFLO,549,126614
RIDL,11,1645
TFLO,109,65539
TFLO,131,94220
FECS,26A,94
PBLT,8,1657
HUYT,102,2105
SCNH,33C,23
AMSY,500,1069
SCGL,64,192
GTRI,370,1934
BNGN,10,1120
DELA,101,2015
SCNH,4,122
AKSS,191,4708
FBRA,618,1541
TFLO,19,405526
SCNH,U2,73
TFLO,267,294435
RBUS,2a,63
SCNH,X46,26
ACYM,11A,1056
SCEK,Uni1,124
TNXB,25,46
TFLO,W13,184821
TFLO,55,489107
TFLO,W13,184783
FECS,14,87
SCEM,13,1072
TFLO,50,124695
TFLO,227,38963
WHIP,X3,333
TFLO,228,548788
CSVC,37A,6
TFLO,W15,171678
TFLO,113,313332
TFLO,407,675958
TFLO,192,57973
EYMS,55,5546
METR,411,27
FESX,S1,90
LTRV,668,8
TFLO,380,620720
FHAM,8,106
SBS,8,1728
TFLO,131,94349
BLAC,6,1081
FESX,87,15
FCYM,59,2113
FSYO,11,1814A
TFLO,62,
FBRI,X1,1500
DIAM,229,51
FLDS,33,1647
TFLO,106,224157
TFLO,U4,324757
TFLO,U4,324631
RDRT,417,VJ_22
RDRT,416,VJ_17
TFLO,W15,171725
SCMN,197,53
NATX,200,200221
TFLO,232,416215
SCOX,S5,92
DAGC,32X,103
SCMN,149,7025
WMSV,85,1700
RBUS,15,90
TFLO,W3,676401
BNGN,36,1121
SCMY,PR2,139
AMSY,89,1072
EYMS,145,1460
BHBC,21,97
FECS,510,64
TFLO,55,488872
BHBC,5B,157
TFLO,W4,588205
TFLO,W3,676458
SCNH,63,59
SCOX,H2,15
KDTR,60A,0518
SCOX,H2,19
FECS,C,93
WDBC,26,2111
TFLO,R70,665274
TFLO,R70,665434
ENSB,Z2,1715
FECS,13,49
FLDS,13A,1418
TFLO,W4,588178
FYOR,11,2110
FLDS,PR2,1740
SCOX,8,112
TFLO,407,675995
SNDR,CH2,1752
TFLO,407,675896
TFLO,407,675836
WRAY,148,2804
SCNE,63,87
SCEM,1,6043
SCNH,60,24
NT,35B,NT35B-Out-8035-NT3390J3-2024-02-12T18:08:00-2024-02-12
TFLO,407,675777
GWIL,27,1635
COMT,100,25
TFLO,407,676014
TNXB,11C,379
TFLO,1,209469
SDVN,9A,26
RBTS,303,1815
FBRI,1,2124
SCNE,39,121
TFLO,1,209802
SCNE,11,79
TFLO,1,209550
SYRK,1,65
BPTR,2,2105
TFLO,1,209515
TFLO,1,209492
TFLO,109,66009
GNEL,4,4097
FCYM,PR2,1855
GNEL,X21,258
AMSY,10B,1144
TFLO,W14,331472
TFLO,100,13240
FMAN,59,1536
TFLO,100,13108
FECS,13,43
GNEL,687,9794
NT,4,NT4-In-4004-NT3390CL97-2024-02-12T18:37:00-2024-02-12
TFLO,154,596964
TFLO,413,388006
TCVW,X1,77
ANUM,43,1196
ALTO,25,6850
FECS,23A,145
TFLO,102,198861
FMAN,350,1732
SCGL,23,23
WRAY,283A,2756
TFLO,102,198461
TFLO,102,198764
SCNE,8,13
TFLO,173,680922
GNEL,X45,4541
FCWL,PR1,23
SDVN,H,47
TFLO,102,198698
TFLO,102,198499
TFLO,103,123799
TFLO,103,123741
TFLO,103,123954
FMAN,409,1706
TFLO,103,124012
BPTR,X43,3174
TFLO,134,
TFLO,140,199350
FLDS,19A,1809
KJTR,21,2111
SCNE,4,44
BZCO,24,1720
SCCM,X5,110
CRDR,60,152
TFLO,W15,172119
WDBC,U2,2111
TFLO,105,704293
TFLO,135,49901
SCCM,33,3016
TFLO,418,228649
TFLO,418,228604
TFLO,418,228674
UNIB,612,1650
RBUS,1,49
HULS,172,1720
FESX,371,66
ANSL,X1,1702
TFLO,105,496157
SCEM,29,3015
FHAM,3,110
FSYO,X1,2018
TFLO,41,132066
TFLO,105,704262
TFLO,106,224270
TFLO,106,224321
SCNH,16,106
SCOX,TUBE,135
WRAY,103,1151
FSYO,52a,1945J
BLUS,5,1811
TFLO,107,285476
SCNH,77C,3
SNDR,7000,1820
SCOX,TUBE,112
TFLO,263,382831
FSYO,51,2042F
TFLO,468,572030
SDVN,23,50
TFLO,N83,630429
SCOX,S9,71
RRTR,W30,1813
TFLO,108,19738
SDVN,22,91
KCTB,502,89
TFLO,410,135486
TFLO,W3,676428
TFLO,410,135413
DAGC,49,440
FCYM,36,1935
FSYO,98,1925
FSMR,144,1307
ARBB,321,1070
WRAY,148,2807
EYMS,10,1061
FECS,26,91
TBTN,3C,102100
TFLO,410,135309
FHAM,9,49
TFLO,88,46752
BNGN,471,1133
TFLO,47,623526
RCHC,91,1730
CBNL,28,1704
FBRI,49,1902
TFLO,410,135470
STCB,13B,1
AKSS,155,1016
NDTR,U1,2110
TCVW,16,98
GNEL,X5,1547
TFLO,410,135558
TFLO,47,631752
TFLO,111,194194
TFLO,47,623597
TFLO,47,631819
TFLO,47,623705
