OperatorRef,LineName,JourneyRef
FECS,25,107
WBTR,96,9706
RGNT,620,1745
FBRI,76,1822
SCMY,82,147
BORD,X95,1850
FSYO,76,1539
WRAY,415,8440
TFLO,176,699858
TFLO,18,508598
TFLO,417,214135
TFLO,A10,316896
TFLO,18,508441
TFLO,18,508627
FCWL,U1,79
TFLO,490,362852
TFLO,180,400634
SCMY,17,175
FHUD,314,1833
FESX,28,135
TFLO,284,67996
EYMS,350,2274
TFLO,E5,429886
TFLO,202,149324
SCMN,50,44
TFLO,75,319535
WRAY,106,3827
EYMS,152,1574
EYMS,7,3287
AMSY,204,1024
TFLO,E5,429816
FMAN,348,1800
DIAM,57,23
METR,5,107
TFLO,SL8,93474
EYMS,75,9059
TFLO,C1,201755
TFLO,89,447807
TFLO,205,551154
ANUM,X14,1712
TFLO,C10,617670
ANWE,19,1058
SCSO,YoYo,103
TFLO,205,551239
NATX,400,400184
SCMY,17,157
TFLO,343,470205
TFLO,205,551085
TFLO,264,28553
TFLO,61,141037
CNTC,786,6
FHAM,7,118
TFLO,R70,665421
TFLO,208,30790
TFLO,100,13175
EYMS,105,1136
FSYO,57a,2100
DIAM,45,62
SCEK,15,83
FBRA,607,0846
TFLO,220,422028
TFLO,90,397329
SCNH,8,110
AMSY,10A,1197
TFLO,208,30990
FLDS,2,1534
TMTL,5,111328
TNXB,6,157
TFLO,69,239349
SCSO,66,110
FBRI,70,2042
AINT,41,1715
TFLO,108,44
TFLO,90,397481
TFLO,69,239172
TFLO,S1,298498
BLUS,4,2111
SCNE,11,70
NATX,727,727260
TPEN,X1,5470
SCCM,X5,94
TFLO,S3,468521
VISB,60,1812
TFLO,69,239260
SCCM,2,3003
TFLO,468,572404
TCVW,14,59
SCNE,38,49
FESX,27,92
FBRI,75,2101
TFLO,265,334071
TFLO,265,334191
SCCM,A,9020
YEOC,477,1750
SCNE,E1,60
FECS,26A,69
TFLO,78,433366
CNTY,898,1055
TFLO,265,334095
HWCO,112,1413
TFLO,266,502835
RRTR,1,1516
TFLO,33,226286
TFLO,266,502569
DIAM,82,23
TFLO,70,182375
FPOT,98,1605
FESX,X10,87
TFLO,EL3,393166
AKSS,82,1140
SYRK,7,50
TFLO,267,294245
SCMN,42,55
LNUD,6,6341
ARBB,A,1165
SYRK,52,98
SCSO,1,111
AMSY,10A,1179
TFLO,267,294589
MCCL,382,1730
TFLO,SL10,504141
PTRA,65,3
TFLO,267,294590
NT,79,NT79-In-3079-NT3300GE0341-2024-02-12T21:20:00-2024-02-12
FESX,561,4
SCMN,143,287
TFLO,33,226552
SCGL,12,27
FESX,100,92
BORD,X62,1735
TFLO,72,394772
SNDR,999,1630
SCMY,125,152
TFLO,W12,315026
TFLO,U9,473144
TFLO,W13,184701
TFLO,SL5,654857
TFLO,W14,331528
TFLO,W7,683261
SCSO,1,128
PBLT,46,1810
FESX,S2,115
FECS,41,23
TFLO,321,271229
FCYM,L3,1715
FESX,C11,66
FESX,1A,11
FESX,X20,136
TFLO,27,578894
NATX,121,121250
MULM,M44,26
HULS,173,1750
NATX,444,444056
TFLO,167,269263
GNEL,4,4093
NATX,777,777258
WRAY,148,2772
SCMY,59,76
TFLO,G1,306644
TNXB,74,225
TFLO,321,271251
TFLO,102,198832
GTRI,X50,2113
SCNH,X7,30
TFLO,360,254616
SCNH,D1,28
SCEM,C241,1006
TFLO,170,680445
TFLO,273,545566
TBTN,one,111940
FSYO,87a,1945A
TFLO,273,545512
TFLO,273,545527
FYOR,1,2057
SYRK,74,46
TFLO,103,123715
TNXB,12,210
TFLO,322,8370
TBTN,swi,101835
RBUS,21,813
FESX,C5,79
SCNH,5A,55
TFLO,103,123990
TFLO,104,22685
SYRK,28C,554
SCOX,TUBE,116
SCNE,40,140
SCSO,2,85
SCOX,S4,133
AMID,127,1093
TFLO,104,22737
TFLO,104,22835
TFLO,103,123845
SCGL,23,29
OTSS,35,1740
TFLO,326,106981
AMSY,144E,1027
SSWL,78,118
BNDB,516,1740
TFLO,247,162828
FECS,X29,82
RRTR,357,1822
SCNH,148,158
TFLO,290,140080
GNEL,327,8
SSWL,X15,961
TFLO,86,603018
SCMN,250,130
SCEM,51,4026
FBRA,72,2042
TFLO,109,65984
SCNE,8,47
TFLO,328,109040
FBRA,640,2018
AMSY,18,1143
FHAL,590,2120
FSRV,91,1750
EYMS,66,2055
TFLO,60,42033
TFLO,U1,659666
TDTR,2,0283
RRTR,W1,1635
FHAM,7,117
TFLO,11,417311
FHAM,TRNG,0000
SCGL,42,18
TFLO,72,394903
FBRI,75,1843
TFLO,73,427565
PCCO,44,1745
TFLO,11,417630
TFLO,11,417347
TFLO,37,502208
TFLO,25,567639
TFLO,25,567193
WBCT,44,17
DELA,101,1730
FHAL,579,2113
TFLO,250,26580
FHAM,X4,33
SCGL,12,112
TFLO,51,181766
GTRI,X50,2013
FSYO,95,1803
SYRK,66,99
FLDS,6,1842
TFLO,131,94334
TFLO,390,472336
FLDS,3,1946
FBRI,X9,1902
TNXB,52,92
SCCM,13,73
GNEL,53,3112
TFLO,21,518657
DAGC,9,145
TFLO,328,109327
TFLO,73,427151
TFLO,C10,617773
TFLO,73,427254
TFLO,401,115841
TFCN,16A,49
SCNH,15,32
SCNH,2,112
TFLO,SL7,368545
AMSY,35,1051
SCNH,1,87
TNXB,16,94
SCNE,32,32
SCEM,SA,5014
SCOX,E1,81
EYMS,66,1640
FSYO,11,1727A
NT,77,NT77-In-5077-NT3390ST11-2024-02-12T21:07:00-2024-02-12
NT,58,NT58-Out-17058-NT3390P2-2024-02-12T20:50:00-2024-02-12
FLDS,15,1940
SCNE,18,41
FBRI,376,1817
TFLO,36,350158
SCNH,67C,25
SCNH,X6,43
SCGL,98,155
AMID,7A,1041
PULH,99,2005
SDVN,22,88
FBRI,75,1747
SCNH,11,57
DIAM,4H,199
SSWL,404,4
TFLO,297,662190
TFLO,65,590731
WMSV,765,1710
OXBC,46,4629
SCGL,62,202
BPTR,5,5149
AMSY,34,1075
SCNH,X46,30
AMSY,26,1181
ARBB,Z,1154
TFLO,76,330976
SCGL,94,100
TFLO,328,109114
TFLO,328,109131
KETR,10,3
SCMN,142,168
TCVW,8,62
FSRV,273,1845
SCEK,15,72
TFLO,233,71421
GNEL,84,441
TFLO,33,226668
FHAL,591,1733
AMSY,53,1108
CRDR,405,147
TFLO,43,188053
SSWL,151,214
TFLO,33,226613
TNXB,35,61
FPOT,3,1211
TFLO,388,621326
TFLO,R1,207679
SCNH,56,56
TFLO,388,621573
TFLO,279,
TFLO,388,621497
TFLO,23,57705
TFLO,B13,177113
TFLO,1,209487
SCNH,56,62
TFLO,23,57791
AMSY,432,1074
TFLO,77,169931
TFLO,112,96330
SCEM,218,3023
TFLO,D8,241129
SCMY,3,113
DIAM,BEWD,44
FBRI,Y2,0821
SCNH,1,86
TFLO,113,328511
TFLO,114,598943
TFLO,114,598854
TFLO,115,411897
SCMY,125,176
TFLO,115,411935
WBTR,3,4430
FESX,S1,14
TCVW,9,61
TFLO,499,634478
FBRI,43,1738
SCSO,1,153
TNXB,4A,263
TFLO,77,170149
TFLO,230,252967
LNUD,2,6881
TFLO,5,393377
TFLO,62,304528
TFLO,SL6,701855
TFLO,77,169871
TFLO,77,170019
TFLO,62,304558
TFLO,SL10,503898
METR,2,108
TFLO,R7,274815
TFLO,130,313801
TFLO,493,280433
TFLO,78,433186
SCNE,17,91
SCNE,6,132
METR,233,28
SCNH,46,28
FLDS,33,1848
TFLO,231,346258
FBRI,m4,1820
OXBC,3,4159
GTRI,150,1844
TFLO,W8,247651
SCNE,1,144
TFLO,52,483287
SYRK,66,553
TFLO,8,234651
TFLO,8,235132
TFLO,460,115499
WBTR,20,7695
TFLO,52,483142
SCCM,5,49
SCMN,112,254
TFLO,8,234882
TFLO,460,115457
SCOX,S9,78
TFLO,460,115564
SCSO,700,132
HWCO,112,0945
TFLO,205,551086
FESX,100,88
TFLO,497,124470
SCOX,S7,56
SARG,71_71B,1805
MDCL,12,27
ANUM,652,1504
SCOX,S4,129
TFLO,462,299599
FECS,88,16
KLCO,89,1815
TFLO,97,630506
SCCM,7,48
GNEL,21,2258
FCYM,20,2019B
SCOX,14,53
NATX,777,777258
NT,87,NT87-Out-7087-NT3390P4-2024-02-12T18:20:00-2024-02-12
FSYO,82,2120
FCWL,17,58
SCOX,S4,131
TFLO,5,377243
SCEM,5,1123
TFLO,76,330633
RRTR,50,1836
LMST,566,1649
TFLO,260,695528
BLUS,19,0721
BHBC,12,271
FRMN,47,1740
TFLO,466,16976
TFLO,465,398104
CSLB,PMU_HW,1650
BRYL,B5X,1400
FECS,975,1
SCMN,205,7082
HEDO,4,79
SCOX,TUBE,124
WDBC,U1,230
FCYM,X2,2120
SCEK,34,61
SCEK,Tria,97
TFLO,201,548154
SCCU,51,24
DAGC,E1,952
WBTR,2,4252
FBOS,28,35
WBTR,28,7252
YYTG,61,1845
SCCU,67,124
SCCM,7,46
VISB,811,1445
SCCU,79,22
FESX,14,44
TCNT,11A,1455
TFLO,147,24516
METR,272,22
ARBB,29,1083
TFLO,152,86273
TFLO,109,65684
TFLO,66,601850
SYRK,39,82
SNDR,34,1512
SCMY,59,78
TFLO,202,149476
SYRK,137,528
TFLO,202,149353
FSMR,35,1758
SDVN,PR,82
OXBC,400,4158
NVTR,25,1725
TFLO,111,194266
FESX,371,68
SDVN,155,119
TFLO,202,149550
FESX,28,151
TFLO,110,327089
SCMY,86C,99
CNTC,788,4
ANSL,31,1810
SCMN,256,7112
SCMN,216,163
SCMN,250,212
TFLO,234,169429
SCMY,86,108
TFLO,51,181541
AMNO,4,1131
GNEL,8,836
TFLO,203,51059
TFLO,56,491226
SDVN,R,60
SDVN,E1,122
TFLO,155,142006
GNEL,20,2089
TFLO,113,313236
SCMN,143,321
SCMY,125,177
TFLO,134,
TFLO,230,252920
SULV,306A,2
TFLO,204,538470
TFLO,204,538401
TFLO,204,538681
FBRI,174,1711
CHLK,334,1500
SDVN,85,117
TFLO,51,181793
SCMN,368,7005
TFLO,205,551069
TFLO,156,282490
TFLO,343,469979
HGCO,10C,1635
SCMY,109,54
FLDS,3A,1732
TFLO,156,282735
DIAM,4,299
SCNE,38,50
ADER,26,1093
SCMY,X2,32
SCMN,101,7120
NATX,040,140250
TFLO,269,112486
STNE,808,808
TFLO,51,181743
SCMN,43,170
FECS,X29,107
SDVN,35C,59
ACYM,2A,1023
YSTN,116,1625
TFLO,115,411764
TFLO,135,48909
AMID,X6,1030
TFLO,115,412088
AMID,44A,1051
TFLO,52,483232
SWWD,PR11,1821
TFLO,134,
TFLO,205,551170
PBLT,23,2110
FESX,28,124
TFLO,E6,352614
BNGN,474,1617
ARBB,5,1077
TFLO,62,304599
SCNE,22,146
TFLO,206,29942
TFLO,206,29985
TFLO,EL1,179909
TNXB,94,291
SCOX,S1,77
TFLO,E6,352689
SDVN,FAL,126
SDVN,12,159
FECS,36A,110
CUBU,239S,1705
FECS,O5,2
TNXB,51,64
SCMN,231,7167
FBRA,680,1823
NT,26,NT26-In-2024-NT3300NS0496-2024-02-12T17:35:00-2024-02-12
WRAY,201,1096
GNEL,21,2267
NT,6,NT6-Out-4006-NT3390W4-2024-02-12T18:15:00-2024-02-12
SCMN,118,118
NATX,A2,102179
ARBB,X6,1057
TFLO,174,698600
SIMO,2,1620
SQ,TW2,0000
FBRI,D1,1155
TFLO,207,227794
SCNH,19,47
SCSO,1,101
PCCO,50,1820
TFLO,39,127566
FBRI,75,1839
TFLO,S1,298636
SCEM,10,1073
SCSO,5,69
TFLO,R9,210250
TFLO,207,228069
TFLO,220,422398
SCEK,25,13
DIAM,58,54
GNEL,X1,1111
TFLO,E7,
SCEK,5,13
SCMN,255,64
TFLO,207,227485
SCCM,6,35
SCMN,76,152
WRAY,196,3168
TBTN,vil,111805
AVMT,885,1530
SDVN,301,124
TFLO,207,227944
SCMN,255,66
ANEA,5,1050
FECS,O1,2
FMAN,182,1540
SSWL,78,122
TFLO,207,227714
TFLO,P4,595210
FBRA,72,1653
SYRK,11,73
TFLO,66,601530
TFLO,SL1,575166
TFLO,472,641634
TFLO,177,398837
TFLO,207,
SCMY,10A,97
TFLO,53,486828
SCEM,15,30
SSWL,C,48
SCGL,94,98
FBRI,2,1828
TFLO,E8,430194
TFLO,207,227991
TFLO,53,487094
SYRK,83,37
TNXB,96,44
SCMY,20,127
SCMN,118,104
NT,24,NT24-Out-31026-NT3390K1-2024-02-12T18:25:00-2024-02-12
TNXB,529,165
ANEA,5,1056
TFLO,E8,430404
TFLO,345,308758
TFLO,207,228046
ACYM,13,1023
NT,26,NT26-In-2026-NT3300NS0496-2024-02-11T22:49:00-2024-02-11
TFLO,C10,617672
SYRK,1,599
FHUD,185,1715
TFLO,207,227695
BHBC,5,156
TFLO,207,227402
FBRI,174,1911
TFLO,E9,359555
FPOT,6A,1720
TFLO,207,228022
ARBB,27,1128
TCNT,48,0745
SCNE,17,85
TPEN,547,3189
SYRK,32,70
SCCU,755,13
LTLS,14,1735
TFLO,207,227528
ADER,5A,1058
TFLO,274,529844
BHBC,1A,254
TFLO,53,487115
TFLO,53,487136
HRGT,1,1443
TFLO,122,543905
SCCU,5,202
SULV,398,106
TNXB,59,219
TFLO,SL6,701849
RBUS,21,178
AMID,85,1059
TFLO,EL3,393239
ADER,7,1071
TBTN,6X,111750
TFLO,85,434903
AMID,84,1053
SCCU,104,57
TFLO,159,61044
YCST,14,2110
SCEK,61,49
CNTY,179,1610
ARBB,4,1058
SCMN,112,199
ARBB,L4,1067
SCCU,104,56
FLDS,56,1438
TNXB,X21,139
FLDS,50,0839
TFLO,H10,678214
SCMN,374,7003
TFLO,G1,306572
GONW,33,0054
RLNE,6A,1915
FBRI,73,2111
NATX,A8,107198
SDVN,1,68
FCYM,2,1926
FBOS,21,102
TFLO,H25,618987
TFLO,345,308796
TFLO,H25,618747
TFLO,34,585026
FCYM,92,1914
FHAM,2,154
FCYM,29,1806A
METR,200,63
HGCO,16,1615
TFLO,K3,239102
SCMY,68,80
FBRI,3,1940
TFLO,37,501913
NATX,202,202153
TFLO,H25,618904
TFLO,H32,455009
GNEL,61,1649
TFLO,H32,454935
SCSO,35,4
TFLO,H32,454969
TFLO,K3,693466
FECS,A,99
SCMY,86C,103
MBTO,SMT1,1400
TFLO,302,611623
TFLO,4,382106
SDVN,2,47
TFLO,4,382038
TFLO,356,89049
TFLO,255,51437
SCNE,59,28
GNEL,898N,8981
SCMY,1,57
SCOX,E1,13
FMAN,84,1743
TFLO,H37,188566
TFLO,H37,188621
TFLO,H9,677573
TFLO,H9,669756
TFLO,K1,555819
SCCM,Tour,51
CNTY,178,1245
SNDR,7000,1200
TFLO,302,611401
TPEN,D1,5118
SCSO,69,31
SCEK,54,26
UNIL,U6C,1711
FECS,12,133
TNXB,X22,156
TFLO,97,638999
TFLO,H17,353257
BANG,530,1715
TFLO,H98,340545
TFLO,H14,505667
FECS,1,111
TFLO,309,543349
DIAM,74A,16
SCMY,84,48
TFLO,125,512997
TFLO,K1,556088
TFLO,K1,556037
TFLO,H22,360527
TFLO,364,201433
SCMY,109,56
SCGL,9,112
SCOX,S3,55
SCMN,86,375
TFLO,B11,3752
TNXB,126,95
GONW,53,0053
TFLO,B15,647760
SDVN,55,48
TFLO,K1,555908
TFLO,K1,555840
SCEM,505,9064
TFLO,469,117930
EYMS,550,1981
SCNE,38,254
CBBH,E,1835
TFLO,256,609891
TFLO,255,51348
SCEM,4,4104
TFLO,274,529976
TFLO,W7,683314
TNXB,23,261
TFLO,256,610166
TFLO,D7,573819
WBTR,13,7031
SDVN,200,71
SCCU,51,11
TCVW,22,113
TFLO,364,201607
TFLO,SL1,575718
GLLN,H1,6062
SNDR,44,1633
WRAY,268,1630
HUYT,102,1815
FECS,11A,135
TFLO,257,255868
TFLO,C10,617828
TFLO,257,255646
WRAY,283A,2755
TFLO,205,551056
TFLO,469,118035
LTEA,125,1732
TFLO,469,118067
GNEL,X21,257
SDVN,11A,143
ACYM,58,1024
TFLO,365,288659
TFLO,365,288832
TFLO,469,118003
GTRI,87,1816
WDBC,m1,9990
SWCO,CR5,5002
SCGL,882,15
TFLO,206,29810
FECS,116,9
TFLO,28,419957
SVCT,9,4354
TFLO,47,631837
TFLO,259,533243
TFLO,158,594787
TFLO,366,613808
BDRB,524,1630
MSOT,37,1820
TFLO,47,623618
TNXB,28,125
TFLO,470,431179
SCCM,13,53
SDVN,4,122
TFLO,279,402786
MULM,312,19
FTVA,6,1710
ARBB,HH,15
TFLO,26,230545
TFLO,470,431137
SCEK,17,32
ANUM,X14,1723
TFLO,281,401828
TFLO,281,401920
EYMS,25,2519
TFLO,366,613567
TFLO,260,695583
TFLO,366,613717
TFLO,470,431158
BNGN,22,1043
ACYM,4B,1001
TFLO,366,613824
TFLO,472,641629
TFLO,104,22828
TFLO,366,613605
TFLO,366,613641
FLDS,19,1541
NATX,173,173202
SCEK,5,24
TFLO,367,281744
TFLO,367,281596
AKSS,82,1125
TFLO,367,281553
ACYM,1,1104
TFLO,185,10461
TFLO,96,625558
ASDC,185,1705
ACYM,51B,1064
WHIP,U2,254
LMST,39,1715
SELT,811,1717
TFLO,368,326683
TNXB,4A,294
TFLO,368,326657
ACYM,62,1042
TFLO,368,326814
TFLO,679,
SSWL,50,152
TFLO,37,502137
TFLO,37,502000
SCMY,471,1089
TFLO,37,502064
FESX,22,68
AMTM,480A,7029
SSWL,T4,58
KDTR,662,2602
PLYC,21,126
FSYO,208,1743A
TFLO,261,544979
TFCN,70,44
TFLO,476,632541
NATX,A7,109208
WACT,22,1620
TFLO,476,632756
NVTR,60,1835
DAGC,82,128
TFLO,37,502089
SCSO,5,119
ARBB,6,1072
SCCM,5A,3005
NDTR,Royal_Derby,1020
CTNY,194,54
TFLO,262,92014
SCMY,86,110
TFLO,37,501979
TFLO,263,382860
TFLO,476,632813
NATX,400,400200
FHAM,TRNG,0814
PBLT,78,1943
SCEM,9,4041
FHAM,X4,32
FSYO,71,1806
SCCM,4,58
SCSO,13,26
BRYL,B5,1810
TFLO,317,415005
BORD,235,1815
BNSM,946,1440
NATX,784,784108
TFLO,371,98305
TFLO,371,98512
NATX,040,140254
TFLO,P12,347055
SYRK,88,30
TFLO,P12,346844
TFLO,191,44606
SCMY,10A,85
BNGN,37,1120
TFLO,372,141680
BNSM,896,1500
SCCM,7,50
ROST,469,3311
EYMS,121,1239
NATX,491,491255
TFLO,372,141716
TFLO,99,646751
SCGL,S6,586
TFLO,192,52982
ANWE,82A,1067
LLCO,T3C,1210
WRAY,195,3103
SCGL,D,90
FBRI,Y2,1901
TFLO,47,631881
TFLO,248,
LLCO,34,1605
FMAN,84,2120
SDVN,9,36
SCNH,D1,32
TFLO,378,552900
TFLO,W5,296067
TFLO,287,302245
SCNH,48A,54
SCEK,99,77
WRAY,110,1402
SCOX,S1,99
TFLO,W5,295991
TFLO,16,
TFLO,120,510449
LUTD,KU1,92
SDVN,S,59
TFLO,W5,296171
TFLO,E11,
FCWL,U1A,24
TFLO,W5,296092
TFLO,W6,279657
THTR,X40,4061
TFLO,W6,279408
TFLO,W6,279492
TFLO,W6,279685
SSWL,132,249
TFLO,W6,279617
SESX,38,1414
WNCT,413,4132
BRTB,sky,111946
TFLO,242,74575
NATX,120,120552
TFLO,W8,247500
TFLO,407,675918
SCEM,28,3021
SCSO,2,46
TFLO,197,155195
FECS,28,84
KBUS,sp,102100
TFLO,319,103438
SCEK,45,23
TFLO,418,228579
METR,270,18
KBUS,sky,112025
SCEK,15,68
SCEM,53,23
FECS,A,98
RBUS,3,98
FHAL,512,1745
ADER,22,1099
GNEL,687,9796
TFLO,W7,683516
TFLO,281,401864
ADER,1A,1083
TFLO,343,470073
TFLO,413,387931
SCSO,18,76
STCB,903,28
NATX,460,460133
SCEM,4,4107
SCOX,10,126
SSWL,113,23
SYRK,203,508
SCMY,20,110
WRAY,229,1200
BRTB,i4,102050
SCEM,3,4104
SESX,602,6022
TBTN,91,112003
RBUS,703,71
TFCN,92,27
SCMY,41,1503
ALCG,960N,0650
IPSW,6,50
TFLO,197,155348
TBTN,cmt,111925
UNIB,644,614141
BNDB,925,0800
FLDS,6,2126
NATX,A6,108214
SDVN,1,473
SVCT,8,3827
RBUS,14,66
FLDS,64,2130
IPSW,9,39
FECS,15,85
NATX,777,777259
FLDS,X84,2042
TFLO,P5,385424
SCCM,905,82
SCEK,99,58
FHAL,509,2048
SSWL,7,189
BHBC,12X,66
FSRV,X34,1730
HUYT,156,1827
CBBH,AMZ1,1745
ARHE,20,1081
WDBC,m2,1841
TFLO,307,586348
SDVN,86,11
ANEA,X4,1246
TFLO,349,345900
CHLK,360,1705
TFLO,191,44450
TFLO,266,502500
SCSO,21,126
ANUM,X11,1075
RRTR,389,1935
FMAN,125,1535
FBOS,54,28
SCEM,1,3176
FSYO,X78,1815C
BNVB,911,91555
NATX,591,591014
FLEI,14A,2109
FESX,25,27
FBRI,m1,1920
METR,100,59
DAGC,85,122
TFLO,267,294241
FBRI,24,1941
SCSO,3,90
SNDR,54,1740
TFLO,344,612474
GONW,415,1027
TFLO,344,611986
TFLO,344,612496
TFLO,344,612442
SCMN,384,77
SCNE,1,79
NATX,591,587015
NATX,A8,108213
FESX,300,73
IPSW,118,20
FCWL,PR1,139
TFLO,349,346023
BNSM,934,1510
AMSY,86,1175
SYRK,2A,39
A2BV,73,1815
NATX,400,400186
SSWL,12,79
AMSY,47,1044
TFLO,106,224376
ANUM,X9,1052
FPOT,11,1655
ANUM,44,1214
TFLO,483,383809
AMSY,352,1098
TNXB,10,102
TBTN,34,101108
REDE,S4,1846
FESX,47,26
TFLO,207,227347
PBLT,76,1436
WBTR,17,6866
GONW,18,0156
EYMS,129,1808
TFLO,E8,430370
TFLO,146,9092
AMSY,7,1062
TFLO,484,120590
TFLO,124,237083
TFLO,108,19476
GNEL,X10,1127
AMSY,52A,1153
RBTS,203,1825
SSWL,X24,263
TFLO,212,286118
FCYM,63,2115
AMSY,89,1088
SSWL,40A,1009
PBLT,69,1807
AMSY,15,1168
AMSY,89,1083
AMSY,15,1164
TFLO,248,
SNDR,43B,1535
TNXB,14,151
TFLO,492,357813
FMAN,182,1444
SCEK,5,30
TFLO,41,132169
WACT,25,1445
TFLO,195,536455
AMSY,82,1171
AKSS,1,1045
FHAL,510,2100
FBRA,X6,2003
SSWL,38,25
TFCN,36,40
DIAM,142,50
NATX,201,201154
CRDR,841,426
NATX,504,504111
SCSO,1,149
SCSO,700,162
FCYM,T1,1635
BNSM,887,1515
KEVS,10,1714
TFLO,EL1,271891
FSYO,54,1800A
FBRI,48,1925
NATX,504,504112
WDBC,33,1811
EYMS,105,1126
NVTR,55,1410
SCMN,15,75
KLCO,89,2020
TFLO,151,86900
TFCN,74,28
TFLO,152,86065
NATX,444,444058
FBRI,X4,2029
SCMN,142,176
NATX,426,426005
IPSW,97,8
SCNH,X19,24
TFLO,397,220941
SCSO,WPR,108
TFLO,444,369644
FBRI,73,2042
FLDS,PR1,1908
ANEA,17,1069
BLUS,5,2011
SSWL,14,80
AKSS,7,1046
TFLO,EL3,393135
KDTR,K5,4098
OTSS,65,1745
STOT,387,1830
TFLO,154,614466
FLEI,14,1735
FLDS,40,1746
FESX,C11,49
TFLO,G1,306597
AMNO,64,1030
TFLO,175,39406
TFLO,174,698706
SCMY,X1,86
BLUS,14,2110
TFLO,175,39434
SCEK,34,74
FCYM,28,1820B
CSLB,41,4031
SCMN,50,137
TFLO,220,421972
SCMY,9,53
NATX,550,550556
SCMN,143,297
WDBC,4,1921
TFLO,175,25052
NATX,540,540899
NATX,A6,109213
TFLO,U5,469324
TFLO,216,542348
FBRI,73,2012
TFLO,176,699804
TFLO,175,25153
SCMY,21,109
NATX,A7,106231
FCYM,73,2100
TFLO,29,592491
TFLO,179,81953
TFLO,217,34862
NVTR,77,1735
KCTB,8,68
BNVB,994,91515
TFLO,217,34933
CSLB,103,4094
NATX,201,201152
TFLO,81,368997
SCEM,2,6528
TFLO,18,508821
FMAN,409,1358
TFLO,330,20092
DIAM,27A,47
TFLO,257,255323
FCYM,X6,1915
AKSS,176,1047
TNXB,23,277
TFLO,121,311339
GNEL,309,976
FHAM,3,145
GNEL,X66,757
CRDR,826,155
TFLO,W3,676275
WDBC,4,1730
SYRK,52,120
GNEL,35A,3553
FPOT,11,1810
FECS,511,62
STCB,18,7
SCSO,7,79
TFLO,330,13008
NATX,788,788804
SCEM,1,28
TFLO,A10,316783
NATX,785,785008
FBRI,2,1640
TFLO,180,400536
TFLO,99,646984
ROST,457,1310
TFLO,SL1,575169
BLUS,18,1721
TFLO,193,100661
DTCO,369,1605
TFLO,468,572410
TFLO,237,565589
EYMS,4,4041
TFLO,193,100690
LNUD,X41,0702
PCCO,49,1255
HEDO,89,21
LAKC,501,VJ_70
BRTB,sky,101100
DIAM,81,6
SYRK,88,120
TFLO,283,591130
SYRK,43,101
TFLO,P4,595306
SYRK,83,50
TMTL,X7,101610
HIPK,394,1735
SLEA,IT3,1716
SYRK,221,556
SCEK,6,42
WRAY,444,3382
FBRI,74,2025
WBTR,32,9054
ANSL,30,1450
SCEM,9,43
TFLO,260,695696
BNGN,471,1149
TFLO,468,572094
TFLO,283,591473
BNGN,21,1051
DIAM,3,81
BNGN,V2,1091
MULM,311,6
SSWL,122,96
TFLO,261,545002
TFLO,149,282411
NATX,025,125304
NATX,A8,106228
NATX,400,400201
NATX,202,202151
KCTB,501,89
TFLO,125,513027
NATX,195,240244
SCNH,X4,1156
FBRI,X6,0900
GNEL,5,548
NT,10,NT10-In-1010-NT3300RU0585-2024-02-12T21:07:00-2024-02-12
KBUS,sp,101820
GOCH,464E,99
FBRI,19,0850
ACYM,4,1038
SDVN,6,108
TNXB,X14,69
TNXB,1,80
SCOX,10,132
SDVN,19,141
NATX,445,445120
SCNH,1,85
ANEA,5,1030
NATX,203,203306
AMSY,68A,1108
YYTG,29,2055
FSYO,24,1333C
TFLO,285,325572
TFLO,W7,683466
OBUS,132,3208
BORD,X62,2035
TFLO,205,551015
NATX,032,132240
SIMO,2,1234
EYMS,X7,9037
TFLO,277,128509
NATX,540,540895
TFLO,277,128504
AMID,48,1127
FBOS,28,50
ADER,901,2050
TFLO,472,641616
WRAY,280,2598
NATX,A31,102177
BNDB,584,2102
FBRA,645,1421
SCNE,40,110
AMID,37,1100
FSYO,87,2001B
TFLO,D6,236118
TFLO,333,607720
GNEL,660N,8001
TFLO,88,46850
TFLO,432,410493
NATX,201,201153
FBRI,U1,2015
FBRI,X39,2105
HUYT,39,1950
FPOT,6A,1833
TFLO,93,
ARBB,721,1048
TFLO,89,447561
BNGN,471,1139
TNXB,94,287
MYAL,17,1710
TFLO,89,447744
YSTN,213,1738
TFLO,237,565724
METR,23,47
SULV,346,1547
FDOR,2,100
TFLO,9,447277
ACYM,12,1126
FBRA,688,2101
DAGC,32,145
TFLO,289,69752
SCCM,5,51
BNGN,36,1129
TFLO,341,152390
TFLO,472,641531
ANEA,6,1067
TFLO,238,56258
TFLO,93,613903
TFLO,24,550237
SCCM,A,133
FBOS,21A,40
FBRA,616,2100
SCCM,A,137
TFLO,29,592754
SCSO,20,66
AMSY,81,1007
TNXB,74,237
BNGN,10,1133
TFLO,158,596222
PCNE,58,1807
BNGN,163,1150
COMT,33,31
JHCL,872,0810
TFLO,38,380015
BPTR,M4,0373
FSYO,76,1633
BNGN,V2,1089
BNGN,635,1083
FBRA,615,2000
TFLO,29,592945
TFLO,159,61395
SCEM,28B,3056
BRYL,B3,1000
BNGN,524,1135
AMSY,500,1067
SCEK,Tria,107
FLDS,38,2117
FLDS,27,1914
SVCT,9,4340
ROST,V1,8002
AKSS,6,1041
TFLO,43,187917
TFLO,382,357167
FBOS,51,77
SCNE,X1,22
